"Name","Mobility","State","Population","Commute","Longitude","Latitude"
"Chicago",0.0649292618,"IL",8183799,0.201,-88.1881637573242,41.7979202270508
"Rockford",0.0735386536,"IL",622573,0.4,-89.5600738525391,41.9806289672852
"Rolla",0.0797373354,"MO",111509,0.463,-91.3987579345703,37.5368385314941
"Farmington",0.0852446482,"MO",137456,0.368,-90.2458267211914,37.7623176574707
"St. Louis",0.0505231395,"MO",2325609,0.241,-90.7478713989258,38.4731979370117
"Mexico",0.0756756738,"MO",37989,0.463,-91.6614379882812,39.0269927978516
"Jacksonville",0.0911504403,"IL",84748,0.472,-90.4029922485352,39.7390823364258
"Springfield",0.0673715994,"IL",267992,0.367,-89.5787887573242,39.9170379638672
"Edwardsville",0.0872936994,"IL",382997,0.336,-90.1977081298828,39.0804786682129
"Quincy",0.0896204859,"IL",152421,0.496,-91.1898193359375,39.625057220459
"Mountain Home",0.0895061716,"AR",64068,0.393,-92.4921569824219,36.2963218688965
"West Plains",0.0815548748,"MO",90551,0.416,-91.5573043823242,37.0019378662109
"Harrison",0.0997150987,"AR",76174,0.419,-93.2631530761719,36.113468170166
"Heber Springs",0.1096006781,"AR",51737,0.364,-92.1270904541016,35.7785453796387
"Batesville",0.0960288793,"AR",64601,0.375,-91.6276931762695,35.9889717102051
"Henderson",0.099227801,"KY",151629,0.401,-87.7652893066406,37.485294342041
"Union City",0.073929958,"TN",117387,0.403,-89.1215896606445,36.506534576416
"Paducah",0.0744777471,"KY",138654,0.378,-88.6710662841797,37.0740814208984
"Murray",0.0704545453,"KY",34177,0.521,-88.1674652099609,36.6015777587891
"Centralia",0.0813443735,"IL",141040,0.407,-89.072021484375,38.3731422424316
"Carbondale",0.0790478364,"IL",265022,0.418,-89.4100799560547,37.5473556518555
"Harrisburg",0.1121372059,"IL",37978,0.429,-88.2475967407227,37.704460144043
"Cape Girardeau",0.0600515455,"MO",184036,0.436,-89.6321792602539,36.898811340332
"Poplar Bluff",0.0668257773,"MO",73576,0.401,-90.4970626831055,36.8894805908203
"Blytheville",0.0514018685,"AR",105181,0.475,-89.9065399169922,36.0380096435547
"Jonesboro",0.0810322613,"AR",198671,0.442,-90.7039337158203,36.1401557922363
"Roseau",0.1875,"MN",20860,0.533,-95.3607406616211,48.7619743347168
"Duluth",0.0891148299,"MN",286544,0.437,-92.2538833618164,47.5231513977051
"West Cook UT",0.1016949117,"MN",5168,0.588,-90.2893295288086,48.0081367492676
"International Falls",0.174129352,"MN",14355,0.618,-93.7525177001953,48.3436889648438
"Moberly",0.1013727561,"MO",56535,0.468,-92.274787902832,39.6471519470215
"Marshall",0.0948379338,"MO",48599,0.559,-93.2859725952148,39.3893966674805
"Brookfield",0.1119221374,"MO",22192,0.475,-93.1195678710938,39.5413818359375
"Trenton",0.1083333343,"MO",14189,0.497,-93.5600128173828,40.2886543273926
"Polk",0.0871369317,"MO",12442,0.405,-92.8665390014648,40.3893051147461
"Centerville",0.1467181444,"IA",29873,0.517,-93.1888275146484,40.8051719665527
"Kirksville",0.1134380475,"MO",38491,0.575,-92.505500793457,40.3530540466309
"Bismarck",0.186741367,"ND",114739,0.541,-101.24137878418,46.9527359008789
"Linton",0.2989130318,"ND",10029,0.646,-100.160751342773,46.3125801086426
"Devils Lake",0.096474953,"ND",22745,0.627,-98.7287750244141,48.0773315429688
"Carrington",0.3333333433,"ND",6516,0.656,-98.8668365478516,47.5969772338867
"Turtle Mountain UT",0.0825545192,"ND",16550,0.574,-99.5281753540039,48.6522941589355
"Minot",0.2241784036,"ND",74541,0.606,-101.18293762207,48.4435234069824
"Rugby",0.219101131,"ND",11487,0.665,-99.9386520385742,47.8406753540039
"Ekalaka",0.2297297269,"SD",2713,0.665,-104.398811340332,45.6770401000977
"Baker",0.2127659619,"MT",2837,0.713,-104.440422058105,46.3325843811035
"Bowman",0.4696969688,"ND",4009,0.648,-103.425262451172,46.3399276733398
"Lemmon",0.3571428657,"ND",8671,0.704,-102.420112609863,45.9655799865723
"Wolf Point",0.0941883773,"MT",12597,0.7,-105.277793884277,47.9735641479492
"Plentywood",0.3181818128,"MT",4105,0.681,-104.65380859375,48.6474342346191
"Glasgow",0.1660649776,"MT",12276,0.697,-107.298034667969,47.9512710571289
"Glendive",0.2666666806,"MT",12051,0.735,-104.580238342285,47.0760231018066
"Dickinson",0.329207927,"ND",27124,0.659,-102.613540649414,47.3269577026367
"Sidney",0.2505694628,"ND",22035,0.637,-103.932495117188,47.976993560791
"Williston",0.3383084536,"ND",24286,0.702,-103.339866638184,48.2544097900391
"Brookings",0.1666666716,"SD",40630,0.64,-97.0456924438477,44.2527122497559
"Madison",0.1843575388,"SD",14160,0.632,-97.3513641357422,44.0035781860352
"Sioux Falls",0.1186331436,"SD",200630,0.439,-96.8639984130859,43.2444381713867
"Watertown",0.1435294151,"SD",40078,0.595,-97.2051086425781,44.7741546630859
"Milbank",0.1702127606,"MN",17801,0.65,-96.5079879760742,45.4473838806152
"Sisseton",0.107066378,"SD",20859,0.563,-97.1130447387695,45.5108833312988
"East Corson UT",0.0700280145,"SD",8225,0.505,-101.020462036133,46.0272445678711
"Mobridge",0.1111111119,"SD",7756,0.708,-100.26685333252,45.6210784912109
"Aberdeen",0.1992687434,"SD",52825,0.676,-98.8909072875977,45.3348693847656
"Bemidji",0.0952868834,"MN",101639,0.449,-95.277946472168,47.464656829834
"Grafton",0.2325581461,"ND",31090,0.582,-97.401252746582,48.4641265869141
"Thief River Falls",0.1787564754,"MN",28038,0.534,-96.7299499511719,48.2184143066406
"Grand Forks",0.1279491782,"ND",108213,0.613,-96.8492813110352,47.631103515625
"Fargo",0.1358173043,"ND",206945,0.518,-96.8047027587891,46.7821769714355
"Lisbon",0.2352941185,"ND",16013,0.606,-97.9004364013672,46.1610984802246
"Jamestown",0.2240566015,"ND",38384,0.667,-98.5546875,46.8599853515625
"Fergus Falls",0.1523076892,"MN",117558,0.526,-95.8051071166992,45.9277229309082
"Little Falls",0.1645569652,"MN",69851,0.435,-94.5944213867188,46.2309341430664
"O'Neill",0.1893491149,"NE",14875,0.653,-98.7092666625977,42.4437103271484
"Ord",0.2392344475,"NE",9975,0.658,-99.0196533203125,41.712028503418
"Ainsworth",0.1920529753,"NE",6264,0.67,-99.7006912231445,42.5554466247559
"Winner",0.1392857134,"SD",11222,0.673,-99.5870895385742,43.4869003295898
"Yankton",0.1712000072,"SD",47901,0.583,-97.7685089111328,42.8132400512695
"Mitchell",0.1338199526,"SD",27613,0.641,-98.2380447387695,43.7194900512695
"Huron",0.1204819307,"SD",19318,0.67,-98.4064025878906,44.2393493652344
"Parkston",0.157107234,"SD",20883,0.613,-98.4186553955078,43.1798553466797
"Chamberlain",0.0804195777,"SD",11291,0.6,-99.7316207885742,43.847541809082
"Miller",0.3150684834,"SD",5412,0.697,-99.2775802612305,44.5331344604492
"Pierre",0.0924369767,"SD",20809,0.767,-100.434280395508,44.5327339172363
"Gettysburg",0.3265306056,"SD",2693,0.729,-100.195465087891,45.0510025024414
"Willmar",0.1247139573,"MN",85394,0.549,-95.7932357788086,45.0299758911133
"Marshall",0.153061226,"MN",51470,0.621,-96.1117172241211,44.1432304382324
"Sioux Center",0.2307692319,"IA",58454,0.629,-96.3176116943359,43.2065963745117
"Worthington",0.1402936429,"MN",60435,0.589,-95.4412689208984,43.7808990478516
"Spencer",0.1850079745,"IA",61106,0.598,-94.7032241821289,43.2080116271973
"Fairmont",0.1287128776,"MN",49010,0.576,-94.3489074707031,43.5703163146973
"Storm Lake",0.1734317392,"IA",52812,0.614,-95.3256225585938,42.5063896179199
"Fort Dodge",0.1300448477,"IA",101165,0.572,-94.1821441650391,42.4745178222656
"Des Moines",0.0910248235,"IA",595842,0.384,-93.9295120239258,41.6039848327637
"Creston",0.1245136186,"IA",35600,0.556,-94.0072784423828,40.8755035400391
"Atlantic",0.1515837163,"IA",34687,0.557,-95.0605239868164,41.5310440063477
"Carroll",0.1672354937,"IA",48729,0.611,-94.8914413452148,42.0172080993652
"Rapid City",0.0930329561,"SD",158442,0.484,-102.985694885254,43.9553756713867
"Eagle Butte",0.05111821,"SD",8491,0.578,-100.94905090332,44.8710060119629
"Southwest Jackson UT",0.1103448272,"SD",5126,0.669,-101.566413879395,44.2099189758301
"Mission",0.0242537316,"SD",11133,0.465,-100.702262878418,43.6780586242676
"Scottsbluff",0.1194029823,"NE",65903,0.642,-103.237144470215,42.1022415161133
"Cheyenne",0.0956375822,"WY",95526,0.564,-103.619277954102,41.2267875671387
"Torrington",0.171581775,"WY",21345,0.624,-104.755416870117,42.0708351135254
"Gordon",0.0319488831,"SD",22238,0.588,-102.420791625977,42.9795875549316
"Virginia Beach",0.1516079605,"NE",56990,0.614,-97.6046447753906,42.0407600402832
"Columbus",0.1691842973,"NE",61167,0.581,-97.6625366210938,41.4536361694336
"Hastings",0.1111111119,"NE",42251,0.599,-98.4005584716797,40.3708229064941
"York",0.1868131906,"NE",26871,0.628,-97.6013412475586,41.0392227172852
"Grand Island",0.1420996785,"NE",77708,0.561,-98.0804901123047,41.1507186889648
"Sioux City",0.1125235409,"IA",187773,0.454,-96.4562072753906,42.4197807312012
"West Point",0.100386098,"NE",25165,0.551,-96.3958435058594,41.9670219421387
"Lincoln",0.0913167521,"NE",311956,0.434,-96.8775787353516,40.5198974609375
"Nebraska City",0.1583514065,"NE",40078,0.514,-95.7429656982422,40.315299987793
"Red Oak",0.1242138371,"IA",48197,0.55,-95.2053680419922,40.838794708252
"Omaha",0.0775407478,"NE",803201,0.349,-96.0118179321289,41.3732566833496
"Sterling",0.1446345299,"CO",39751,0.64,-102.941719055176,40.2619552612305
"Ogallala",0.1622807086,"NE",16920,0.614,-101.926559448242,41.021427154541
"Valentine",0.145348832,"NE",8122,0.704,-101.297538757324,42.2140884399414
"Broken Bow",0.1764705926,"NE",13105,0.63,-99.9864883422852,41.6120452880859
"North Platte",0.1227678582,"NE",35939,0.598,-100.81453704834,41.278678894043
"Colorado Springs",0.089342691,"CO",587132,0.311,-105.356147766113,38.3224334716797
"Limon",0.1785714328,"CO",6087,0.631,-103.501205444336,38.9132118225098
"Springfield",0.1919191927,"CO",4517,0.667,-102.721206665039,37.3058547973633
"Pueblo",0.0656216815,"CO",187782,0.44,-103.660545349121,38.0061569213867
"Trinidad",0.1176470593,"CO",23069,0.579,-104.934707641602,37.6306228637695
"Burlington",0.204651162,"CO",11864,0.655,-102.805702209473,38.8101425170898
"Oberlin",0.2432432473,"KS",6438,0.645,-100.807014465332,39.7994422912598
"Norton",0.1686746925,"KS",5953,0.735,-99.9901733398438,39.7069816589355
"Phillipsburg",0.1486486495,"KS",10537,0.652,-99.084831237793,39.7482604980469
"Colby",0.1958762854,"KS",17107,0.72,-100.723945617676,39.066593170166
"Goodland",0.1949152499,"KS",8509,0.716,-101.69017791748,39.0880584716797
"Wano",0.2045454532,"KS",5457,0.661,-101.708808898926,39.9409866333008
"McCook",0.1824561357,"NE",19695,0.681,-101.12816619873,40.3337936401367
"Kearney",0.1644295305,"NE",56033,0.603,-99.045539855957,40.6866874694824
"Lexington",0.1652777791,"NE",48464,0.642,-99.8502349853516,40.4506645202637
"Salida",0.0894736871,"CO",16242,0.644,-106.205490112305,38.7574195861816
"Glenwood Springs",0.1690140814,"CO",131682,0.424,-106.726539611816,39.4495620727539
"Granby",0.0754716992,"CO",12442,0.458,-106.005493164062,40.1051750183105
"Laramie",0.1628664434,"WY",33591,0.755,-106.113212585449,41.119514465332
"Fort Collins",0.1153677776,"CO",459601,0.388,-104.999366760254,40.085018157959
"Denver",0.0870277509,"CO",2449044,0.23,-105.126136779785,39.8737144470215
"Pratt",0.1551724076,"KS",18232,0.706,-98.84619140625,37.4480171203613
"Dodge City",0.1133093536,"KS",42837,0.62,-99.9319229125977,37.6102981567383
"Great Bend",0.1312803924,"KS",47227,0.59,-99.0215377807617,38.2106246948242
"Hutchinson",0.1073891595,"KS",82076,0.522,-98.1981658935547,38.2410125732422
"Hays",0.1578947306,"KS",38196,0.711,-99.2211227416992,38.9188270568848
"Township 11",0.1151079163,"KS",8631,0.63,-99.6424331665039,39.3125343322754
"Center",0.1494252831,"KS",5609,0.671,-100.085990905762,38.479606628418
"Concordia",0.152823925,"KS",19894,0.62,-97.8416595458984,39.680534362793
"Superior",0.1863353997,"NE",11112,0.634,-97.8256378173828,40.1240043640137
"Beloit",0.1503759325,"KS",11384,0.69,-98.4854736328125,39.3434638977051
"Salina",0.0829986632,"KS",63338,0.594,-97.8871536254883,39.0212440490723
"Hiawatha",0.1718213111,"KS",21441,0.578,-95.8358383178711,39.7535018920898
"Marysville",0.145228222,"KS",17448,0.557,-96.8196640014648,39.7686767578125
"Manhattan",0.0885311887,"KS",143269,0.558,-96.5464096069336,39.08251953125
"Topeka",0.0704687983,"KS",324513,0.397,-95.847053527832,39.0243988037109
"Wichita",0.0722466931,"KS",553506,0.344,-97.5765991210938,37.520824432373
"Newton",0.1034965068,"KS",75784,0.563,-97.3318862915039,38.2679824829102
"Winfield",0.1098626703,"KS",51584,0.504,-96.3221664428711,37.460880279541
"Ottawa",0.0926395953,"KS",51067,0.444,-95.3749542236328,38.2016677856445
"Emporia",0.1094017103,"KS",47830,0.595,-96.1186904907227,38.3217277526855
"Bartlesville",0.089498803,"KS",145981,0.529,-95.5712280273438,37.1653289794922
"Leavenworth",0.0803461075,"KS",85465,0.425,-95.0571975708008,39.2769317626953
"Kansas City",0.0701465756,"MO",1762873,0.281,-94.3817443847656,38.8295593261719
"St. Joseph",0.0831134543,"MO",158300,0.406,-94.72216796875,39.8095703125
"Sedalia",0.0825631544,"MO",88232,0.437,-93.558349609375,38.2539405822754
"Polk",0.1127450988,"MO",33693,0.569,-95.2944183349609,40.2349052429199
"Bethany",0.1208459213,"MO",18093,0.468,-94.2919845581055,40.3535690307617
"Columbia",0.0655129775,"MO",302388,0.422,-92.4945755004883,38.809684753418
"Eldon",0.0677856654,"MO",79924,0.336,-92.6218490600586,38.1600875854492
"Springfield",0.0714676157,"MO",440866,0.344,-92.9565582275391,37.4749717712402
"Aurora",0.0748914629,"MO",137575,0.363,-93.4975433349609,36.802604675293
"Joplin",0.0722867027,"MO",266742,0.454,-94.7157211303711,37.2266082763672
"Center",0.0856643394,"MO",54651,0.467,-94.0962448120117,37.7702980041504
"Russellville",0.0887360871,"AR",138646,0.404,-93.5011291503906,35.2363166809082
"Fort Smith",0.0939385965,"AR",332832,0.371,-94.6526184082031,35.1809616088867
"Muskogee",0.0631011054,"OK",152466,0.388,-95.3609848022461,35.6208419799805
"Fayetteville",0.0918065161,"AR",384122,0.378,-93.9666748046875,36.1406059265137
"Stillwater",0.0984643176,"OK",79601,0.568,-97.0795364379883,36.2519454956055
"Tulsa",0.0783574954,"OK",921246,0.323,-96.0058746337891,36.3555793762207
"Okmulgee",0.0810611621,"OK",51499,0.369,-96.2062530517578,35.5346832275391
"Woodward",0.200000003,"OK",26123,0.556,-99.5493392944336,36.3311462402344
"Enid",0.1492687911,"OK",102415,0.561,-98.6559677124023,36.3940048217773
"El Paso",0.0864412785,"TX",857648,0.28,-105.859382629395,31.5354995727539
"Alamogordo",0.0849557519,"NM",81709,0.447,-105.501594543457,33.1880378723145
"Truth or Consequences",0.081272088,"NM",13270,0.6,-107.568260192871,32.9778213500977
"Deming",0.0697278902,"NM",61950,0.51,-107.963706970215,32.6858901977539
"Van Horn",0.2234636843,"TX",2975,0.753,-104.736427307129,31.2084007263184
"Roswell",0.1166123748,"NM",113040,0.539,-104.325439453125,33.1401672363281
"Santa Rosa",0.1204819307,"NM",6920,0.702,-104.565170288086,34.5060882568359
"Hobbs",0.1619496793,"NM",90061,0.598,-103.114616394043,32.8736839294434
"Lubbock",0.0673753768,"TX",287568,0.449,-101.969863891602,33.3977088928223
"Clovis",0.0828157365,"NM",73078,0.617,-103.358520507812,34.3509559631348
"Littlefield",0.0803662241,"TX",29588,0.607,-102.468887329102,34.2419090270996
"Amarillo",0.0861367062,"TX",240752,0.438,-102.076210021973,35.016960144043
"Pampa",0.1533333361,"TX",57355,0.549,-100.796180725098,35.6877746582031
"Wellington",0.1336405575,"TX",8490,0.64,-100.259323120117,35.1179351806641
"Memphis",0.1171548143,"TX",9400,0.601,-100.850151062012,34.5850830078125
"Plainview",0.0848522931,"TX",52751,0.612,-101.677635192871,34.2349853515625
"Garden City",0.1089108884,"KS",52031,0.586,-101.044975280762,37.9037780761719
"Ulysses",0.190721646,"KS",15778,0.685,-101.449340820312,37.4209480285645
"Scott City",0.191304341,"KS",9185,0.658,-101.361518859863,38.4598960876465
"Liberal",0.1211453751,"KS",32998,0.642,-100.481628417969,37.0461921691895
"Perryton",0.2328358144,"TX",17432,0.632,-100.772438049316,36.3008232116699
"Guymon",0.1617021263,"OK",29937,0.609,-101.82502746582,36.7060203552246
"Dumas",0.1360153258,"TX",31880,0.611,-102.514724731445,35.9725379943848
"Victoria",0.1014729962,"TX",165277,0.425,-96.8904342651367,28.643892288208
"La Grange",0.114014253,"TX",42194,0.457,-96.6481399536133,29.8095932006836
"Gonzales",0.0696202517,"TX",18628,0.492,-97.4857635498047,29.4550743103027
"Austin",0.0693216324,"TX",1298076,0.249,-97.3492889404297,30.3460788726807
"Burnet",0.0947368443,"TX",51191,0.349,-98.3323822021484,30.7476081848145
"San Antonio",0.0643825904,"TX",1724863,0.242,-98.3233032226562,29.3254833221436
"Beeville",0.1021594703,"TX",47805,0.466,-97.6544952392578,28.5498275756836
"Kerrville",0.0956375822,"TX",64467,0.471,-99.226936340332,30.1375942230225
"Mason",0.1744185984,"TX",3738,0.589,-99.2017440795898,30.7203540802002
"Midland",0.1788869947,"TX",262282,0.462,-102.464363098145,31.5839157104492
"Pecos",0.2329545468,"TX",31286,0.632,-103.23291015625,31.5871601104736
"Fort Stockton",0.2227805704,"TX",20908,0.664,-102.181854248047,30.8465766906738
"Alpine",0.1802656502,"TX",18377,0.705,-103.635215759277,29.7494506835938
"Crystal City",0.0832049325,"TX",21848,0.606,-99.6863174438477,28.5983295440674
"Pearsall",0.09375,"TX",22118,0.544,-99.1302490234375,28.5215797424316
"Laredo",0.108853586,"TX",210580,0.327,-99.1148910522461,27.3538513183594
"Brownsville",0.0916091129,"TX",978369,0.343,-97.8867797851562,26.2901172637939
"Corpus Christi",0.1055676043,"TX",503493,0.387,-97.4435424804688,27.7055282592773
"College Station",0.0777777806,"TX",208437,0.451,-96.4033737182617,30.6951713562012
"Pearland",0.1157161221,"TX",320912,0.291,-95.8137359619141,29.2001705169678
"Houston",0.0927379802,"TX",4504013,0.21,-95.5459060668945,29.9028282165527
"Beaumont",0.094970569,"TX",497770,0.337,-94.03515625,30.648624420166
"Huntsville",0.0773425847,"TX",191792,0.411,-95.265251159668,31.2139835357666
"Nacogdoches",0.093918398,"TX",103842,0.439,-94.1027450561523,31.5270881652832
"San Angelo",0.0863864273,"TX",113973,0.479,-100.759674072266,31.4733448028564
"Brady",0.1181434616,"TX",23666,0.577,-99.5421981811523,31.4680957794189
"Junction",0.0734693855,"TX",6828,0.542,-99.7238006591797,30.6518516540527
"Uvalde",0.0968436152,"TX",35212,0.58,-100.020957946777,29.9200191497803
"Del Rio",0.1230604574,"TX",49316,0.515,-101.532440185547,30.0164203643799
"Eagle Pass",0.100081034,"TX",47297,0.526,-100.34016418457,28.5439357757568
"Big Spring",0.1144414172,"TX",54073,0.633,-101.563087463379,32.1483917236328
"Sweetwater",0.1220285296,"TX",20146,0.588,-100.380096435547,32.4817771911621
"Snyder",0.1560891867,"TX",26918,0.608,-100.849517822266,32.726921081543
"Abilene",0.1032919884,"TX",191518,0.487,-99.2288284301758,32.4658317565918
"Childress",0.0782608688,"TX",9592,0.757,-100.163948059082,34.2973518371582
"Haskell",0.1690140814,"TX",15157,0.612,-99.8993225097656,33.619556427002
"Wichita Falls",0.0966044962,"TX",151524,0.441,-98.3824691772461,33.9784851074219
"Graham",0.1759398431,"TX",28556,0.548,-98.5917892456055,33.1651992797852
"Seymour",0.0860215053,"TX",4093,0.674,-99.2113494873047,33.5981521606445
"Vernon",0.0880733952,"TX",21022,0.678,-99.5828475952148,34.1137962341309
"Brownwood",0.1086637303,"TX",58246,0.495,-99.0878524780273,31.3928127288818
"Stephenville",0.1141975299,"TX",55256,0.523,-98.3416976928711,31.9958343505859
"Waco",0.0675374344,"TX",281618,0.363,-97.3319702148438,31.7745532989502
"Corsicana",0.1013043448,"TX",100377,0.377,-96.0071182250977,31.6485042572021
"Killeen",0.0772482678,"TX",330714,0.383,-98.1207427978516,31.1772727966309
"Fort Worth",0.0913628563,"TX",1804370,0.24,-97.7361831665039,32.9755783081055
"Dallas",0.0710824654,"TX",3405666,0.218,-96.9760665893555,33.3759765625
"Paris",0.0767123252,"TX",185835,0.39,-95.3130340576172,33.589714050293
"Tyler",0.0951065049,"TX",434643,0.33,-95.6436920166016,32.015209197998
"Longview",0.1141970754,"TX",289849,0.361,-94.6648025512695,32.3712310791016
"Texarkana",0.0788930878,"TX",235988,0.399,-94.2661209106445,33.4860382080078
"Lawton",0.1048808843,"OK",171610,0.472,-98.0752716064453,34.1608734130859
"Altus",0.1121495292,"OK",48010,0.621,-99.3089218139648,34.6671600341797
"Frederick",0.0743034035,"OK",9287,0.538,-99.0044326782227,34.3735809326172
"Ardmore",0.1107882336,"OK",117982,0.442,-97.0431671142578,34.0510444641113
"Elk City",0.1871988922,"OK",60885,0.604,-99.3613891601562,35.531982421875
"Chickasha",0.1154462844,"OK",75666,0.382,-98.0712890625,35.2133979797363
"Oklahoma City",0.0820752904,"OK",1154246,0.305,-97.1959533691406,35.4306831359863
"Ada",0.1167294234,"OK",69207,0.458,-96.4050521850586,34.7829170227051
"Sherman",0.0884798095,"TX",178371,0.372,-96.4016571044922,33.860767364502
"Hot Springs",0.0707567334,"AR",210357,0.384,-93.462532043457,34.0640487670898
"Idabel",0.0922787189,"OK",97397,0.423,-94.8076782226562,33.9497184753418
"Anchorage",0.1339529753,"AK",369296,0.364,-150.678268432617,61.3298072814941
"Valdez",0.1599999964,"AK",10195,0.687,-144.957824707031,62.0689888000488
"Kotzebue",0.0645161271,"AK",7208,0.864,-159.437805175781,67.0281829833984
"Nome",0.0467836261,"AK",9196,0.928,-162.030120849609,64.4751434326172
"Dillingham",0.1118421033,"AK",6745,0.812,-156.831787109375,58.8879241943359
"Kodiak",0.1461538523,"AK",13913,0.752,-154.833114624023,57.9822540283203
"Juneau",0.125,"AK",37347,0.547,-136.051284790039,58.6503791809082
"Sitka",0.0708661452,"AK",15519,0.805,-132.383071899414,56.4937133789062
"Ketchikan",0.122605361,"AK",20216,0.556,-131.585510253906,55.9489822387695
"Bethel",0.0518638566,"AK",23034,0.909,-158.382125854492,61.3771209716797
"Barrow",0.1000000015,"AK",7385,0.879,-153.819198608398,68.3710174560547
"Unalaska",0.1304347813,"AK",5465,0.852,-170.719665527344,52.9120216369629
"Fairbanks",0.1606268436,"AK",97458,0.477,-149.947402954102,64.2072830200195
"Havre",0.0821484998,"MT",25840,0.714,-109.412696838379,48.1714363098145
"Shelby",0.0475059375,"MT",24938,0.664,-113.255950927734,48.5029525756836
"Great Falls",0.0963597447,"MT",95101,0.538,-111.069396972656,47.3781547546387
"Lewistown",0.1716417968,"MT",12386,0.685,-108.902824401855,47.3193817138672
"Cody",0.1474036872,"WY",37247,0.617,-108.963806152344,44.3489227294922
"Worland",0.1306532621,"WY",13171,0.766,-108.455688476562,43.7189445495605
"Riverton",0.1243184283,"WY",35804,0.632,-109.151588439941,43.4414443969727
"Sheridan",0.1044932082,"WY",46306,0.583,-107.365310668945,44.9746780395508
"Miles City",0.1792828739,"MT",12895,0.755,-105.343276977539,46.6650810241699
"Colstrip",0.088888891,"MT",12102,0.693,-107.025497436523,46.1281814575195
"Billings",0.1305191666,"MT",152638,0.446,-108.364715576172,45.9727478027344
"Harlowton",0.200000003,"MT",4191,0.696,-110.863861083984,46.6356086730957
"Dillon",0.116883114,"MT",9202,0.73,-112.863098144531,45.0694007873535
"Bozeman",0.1259689927,"MT",93985,0.527,-111.284934997559,45.4459915161133
"Helena",0.1197410971,"MT",70150,0.472,-112.109184265137,46.6794281005859
"Butte-Silver Bow",0.089366518,"MT",54033,0.61,-113.062614440918,46.2734794616699
"Bonners Ferry",0.0991379321,"ID",9871,0.438,-116.683563232422,48.7867660522461
"Libby",0.1302605271,"MT",18837,0.599,-115.327323913574,48.2843475341797
"Kalispell",0.1108414233,"MT",111205,0.45,-114.455520629883,48.0249977111816
"Missoula",0.1056273058,"MT",135756,0.467,-114.380409240723,46.5549201965332
"Gillette",0.2641843855,"WY",46229,0.536,-105.158653259277,44.2510757446289
"Rawlins",0.1934156418,"WY",15639,0.722,-107.257133483887,41.5921669006348
"Casper",0.1662689,"WY",78585,0.528,-106.016143798828,42.7822189331055
"Honolulu",0.1052926034,"HI",876156,0.235,-157.932189941406,21.4360733032227
"Kapaa",0.0993071571,"HI",58463,0.37,-159.764556884766,21.9938297271729
"Kahului",0.0848938823,"HI",128241,0.384,-156.808609008789,21.0115718841553
"Las Vegas",0.0858484209,"NM",49495,0.537,-104.827262878418,36.0686874389648
"Santa Fe",0.0803233162,"NM",218804,0.371,-105.962219238281,36.2350006103516
"Tucumcari",0.0730337054,"NM",10965,0.689,-103.997459411621,35.6330223083496
"Clayton",0.1223021597,"NM",4174,0.625,-103.414817810059,36.2873802185059
"Alamosa",0.098867923,"CO",46190,0.552,-105.865020751953,37.7030296325684
"Albuquerque",0.0659846142,"NM",755244,0.273,-106.686538696289,35.3091621398926
"Socorro",0.052117262,"NM",21621,0.565,-107.257507324219,33.9917869567871
"Phoenix",0.0752772912,"AZ",3303211,0.242,-111.294647216797,34.0149688720703
"Safford",0.1105919033,"AZ",42036,0.53,-109.825134277344,33.3510894775391
"Tucson",0.0705499947,"AZ",999882,0.291,-111.015380859375,32.0897750854492
"Grand Junction",0.1463671476,"CO",187857,0.465,-107.929718017578,38.246826171875
"Gunnison",0.1061946899,"CO",14746,0.644,-106.978370666504,38.5557060241699
"Farmington",0.0914475247,"NM",168198,0.388,-107.683326721191,37.3590621948242
"Flagstaff",0.0814509094,"AZ",289883,0.461,-111.797515869141,35.6864929199219
"Cortez",0.1267806292,"CO",40087,0.502,-109.932220458984,37.6879768371582
"Gallup",0.0410613976,"AZ",241691,0.468,-109.363136291504,34.4800491333008
"Hilo",0.0682675838,"HI",148677,0.346,-155.525268554688,19.5788307189941
"Twin Falls",0.0871191844,"ID",120807,0.505,-114.11206817627,43.3184967041016
"Burley",0.113892369,"ID",41590,0.536,-113.599784851074,42.5788764953613
"Boise City",0.0739204213,"ID",493970,0.342,-115.838821411133,43.8810119628906
"Ontario",0.0844841599,"OR",62170,0.49,-117.264678955078,44.1263122558594
"McCall",0.1240310073,"ID",11127,0.561,-115.799903869629,44.7264404296875
"St. George",0.1084832922,"UT",130138,0.575,-112.823417663574,38.0471305847168
"Price",0.1373439282,"UT",54045,0.577,-110.503723144531,39.1939926147461
"Moab",0.1179775298,"UT",8485,0.752,-109.901496887207,38.9266014099121
"Richfield",0.1286031008,"UT",25012,0.633,-111.56950378418,38.2386169433594
"Loa",0.2096774131,"UT",2509,0.628,-110.32356262207,38.3174514770508
"Provo",0.1375119984,"UT",389179,0.454,-112.007392883301,39.7420043945312
"Salt Lake City",0.108327426,"UT",1426729,0.294,-111.572448730469,40.61962890625
"Logan",0.1369095296,"UT",149590,0.528,-111.994789123535,41.9872283935547
"Pocatello",0.0925086662,"ID",269722,0.517,-112.316856384277,43.6178512573242
"Salmon",0.1549295783,"ID",12148,0.582,-114.175308227539,44.6172065734863
"Jackson",0.1139240488,"WY",24250,0.488,-110.605415344238,43.9552993774414
